Business Date,CCP,Member,Account ID,Account Type,Product Type,Market,Currency,FX Rate,Product Description,Liability Type,Liability
2020-12-07,CME,CSU,250I,Client,IRS,,GBP,1.3381506758,IRS,BaseInitialMargin,-142650.60
2020-12-07,CME,CSU,250I,Client,IRS,,HKD,0.1290172754,IRS,BaseInitialMargin,-736250.25
2020-12-07,CME,CSU,250I,Client,IRS,,HUF,0.0033646243,IRS,BaseInitialMargin,-978311373.80
2020-12-07,CME,CSU,250I,Client,IRS,,JPY,0.0096126117,IRS,BaseInitialMargin,-144986447
2020-12-07,CME,CSU,250I,Client,IRS,,MXN,0.0503542421,IRS,BaseInitialMargin,-3297262739.32
2020-12-07,CME,CSU,250I,Client,IRS,,NOK,0.1143497501,IRS,BaseInitialMargin,-1116192.79
2020-12-07,CME,CSU,250I,Client,IRS,,NZD,0.7044734061,IRS,BaseInitialMargin,-1567836.86
2020-12-07,CME,CSU,250I,Client,IRS,,PLN,0.2709880223,IRS,BaseInitialMargin,-17432781.94
2020-12-07,CME,CSU,250I,Client,IRS,,SGD,0.7481669909,IRS,BaseInitialMargin,-136875.05
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,IRS,BaseInitialMargin,-2329134697.83
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,IRS,AdditionalInitialMargin,-44741229.42
2020-12-07,CME,CSU,250I,Client,IRS,,ZAR,0.0660488894,IRS,BaseInitialMargin,-149551399.74
2020-12-07,CME,CSU,250I,House,IRS,,MXN,0.0503542421,IRS,BaseInitialMargin,-225444999.53
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,IRS,BaseInitialMargin,-591529611.88
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,IRS,AdditionalInitialMargin,-24791555.43
2020-12-07,CME,CSU,250T,Client,ETD,,USD,1,FXM,BaseInitialMargin,-3444796.91
2020-12-07,CME,CSU,250T,Client,ETD,,USD,1,FXM,AdditionalInitialMargin,-1.48
2020-12-07,CME,CSI,264,House,ETD,,JPY,0.0096126117,EQUITY INDICIES,BaseInitialMargin,-150962500
2020-12-07,CME,CSI,264,House,ETD,,USD,1,AGRICULTURAL,BaseInitialMargin,-55119328.00
2020-12-07,CME,CSI,264,House,ETD,,USD,1,COMEX,BaseInitialMargin,-167624838.00
2020-12-07,CME,CSI,264,House,ETD,,USD,1,EQUITY INDICIES,BaseInitialMargin,-107207377.00
2020-12-07,CME,CSI,264,House,ETD,,USD,1,INTEREST RATE,BaseInitialMargin,-27268002.50
2020-12-07,CME,CSI,264,House,ETD,,USD,1,NYMEX,BaseInitialMargin,-125555954.00
2020-12-07,CME,CSI,264I,House,IRS,,AUD,0.7423904974,IRS,BaseInitialMargin,-2215322.44
2020-12-07,CME,CSI,264I,House,IRS,,CAD,0.7813110399,IRS,BaseInitialMargin,-3113230.14
2020-12-07,CME,CSI,264I,House,IRS,,CHF,1.1225864392,IRS,BaseInitialMargin,-4940996.15
2020-12-07,CME,CSI,264I,House,IRS,,EUR,1.2112403101,IRS,BaseInitialMargin,-8784274.16
2020-12-07,CME,CSI,264I,House,IRS,,GBP,1.3381506758,IRS,BaseInitialMargin,-1654721.92
2020-12-07,CME,CSI,264I,House,IRS,,JPY,0.0096126117,IRS,BaseInitialMargin,-1540983105
2020-12-07,CME,CSI,264I,House,IRS,,MXN,0.0503542421,IRS,BaseInitialMargin,-575764489.57
2020-12-07,CME,CSI,264I,House,IRS,,MXN,0.0503542421,IRS,AdditionalInitialMargin,-21743523.05
2020-12-07,CME,CSI,264I,House,IRS,,NOK,0.1143497501,IRS,BaseInitialMargin,-3422098.62
2020-12-07,CME,CSI,264I,House,IRS,,NZD,0.7044734061,IRS,BaseInitialMargin,-392922.70
2020-12-07,CME,CSI,264I,House,IRS,,SEK,0.1191114287,IRS,BaseInitialMargin,-5104342.21
2020-12-07,CME,CSI,264I,House,IRS,,USD,1,IRS,BaseInitialMargin,-126721968.61
2020-12-07,CME,CSI,264I,House,IRS,,USD,1,IRS,AdditionalInitialMargin,-180449790.90
2020-12-07,CME,CSI,264I,House,IRS,,ZAR,0.0660488894,IRS,BaseInitialMargin,-58063439.24
