Business Date,CCP,Member,Account ID,Account Type,Product Type,Market,Currency,FX Rate,Collateral Type,Collateral Description,Market Value,Excess,Haircut
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828L24,4954758.32,0.00,0.02
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128282A7,42459200.00,0.00,0.045
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828SV3,45066560.00,0.00,0.02
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828TY6,50445990.00,0.00,0.02
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 91282CAP6,74867250.00,0.00,0.02
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803EN9,56038727.40,53655207.08,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DP5,43156711.79,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912834FB9,29293029.36,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DC4,21535261.25,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DM2,17342230.00,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DG5,17338041.60,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DJ9,2184478.46,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912834JP4,1440840.00,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DH3,445898.20,0.00,0.11
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Cash,,4090701598.18,0.00,0
2020-12-07,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128285Y2,184071.76,0.00,0.01
2020-12-07,CME,CSU,250,House,ETD,,JPY,0.0096126117,Cash,,3187984635,0,0
2020-12-07,CME,CSU,250,House,ETD,,USD,1,Bond,CUSIP 912810FH6,43208660.00,0.00,0.045
2020-12-07,CME,CSU,250,House,ETD,,USD,1,Bond,CUSIP 9128285M8,88836750.00,0.00,0.045
2020-12-07,CME,CSU,250,House,ETD,,USD,1,Bond,CUSIP 9128284S6,134099280.00,0.00,0.02
2020-12-07,CME,CSU,250,House,ETD,,USD,1,Cash,,10952019.69,0.00,0
2020-12-07,CME,CSU,250SECR,House,ETD,,USD,1,Bond,CUSIP 9128284U1,53703000.00,0.00,0.02
2020-12-07,CME,CSU,250SECR,House,ETD,,USD,1,Bond,CUSIP 912828R36,53192000.00,0.00,0.045
2020-12-07,CME,CSU,250SECR,House,ETD,,USD,1,Bond,CUSIP 912828T91,55289070.00,0.00,0.02
2020-12-07,CME,CSU,250F,Client,ETD,,USD,1,Cash,,5419200.00,1281000.00,0
2020-12-07,CME,CSU,250I,Client,IRS,,AUD,0.7423904974,Cash,,5000000.00,0.00,0
2020-12-07,CME,CSU,250I,Client,IRS,,EUR,1.2112403101,Cash,,4098767.96,0.00,0
2020-12-07,CME,CSU,250I,Client,IRS,,GBP,1.3381506758,Cash,,8000000.00,0.00,0
2020-12-07,CME,CSU,250I,Client,IRS,,HUF,0.0033646243,Cash,,500000000.00,0.00,0
2020-12-07,CME,CSU,250I,Client,IRS,,MXN,0.0503542421,Cash,,10000.00,0.00,0
2020-12-07,CME,CSU,250I,Client,IRS,,PLN,0.2709880223,Cash,,70000000.00,52567218.06,0
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964X4,73977931.56,73977931.56,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963W7,34347777.57,17773377.97,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964Y2,33089918.29,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796TY5,18722963.94,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127962Q1,7549489.38,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796B73,6033195.47,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963V9,5809455.31,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127965A3,5056103.25,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127965C9,4970928.20,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963H0,4625951.34,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963U1,4522641.93,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964N6,3999068.56,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796B65,2801667.26,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A58,2399855.00,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796UC1,2347745.63,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963S6,1802118.53,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963T4,1667895.15,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A66,1477884.72,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964Z9,1429488.78,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A74,1320884.82,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964F3,999818.75,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796C72,999790.44,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964V8,694471.80,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964B2,400756.90,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A82,265972.29,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963L1,213991.92,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796XE4,79985.78,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963K3,17999.66,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964L0,9992.87,0.00,0.005
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RQ3,102598359.34,77361455.34,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RP5,88872437.50,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810QA9,61389900.00,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RY6,15404551.76,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SR0,9263162.88,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RG5,7335197.10,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RN0,7104274.80,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SD1,5146585.47,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RH3,4634470.32,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SQ2,4581350.82,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810QB7,3516971.25,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RJ9,3306947.50,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810QK7,3087620.25,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SA7,2904773.15,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SK5,2761287.00,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810QD3,1916468.10,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810PW2,1840104.60,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810PT9,1674174.60,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RK6,1536106.20,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SH2,1381467.78,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810EW4,1303520.00,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810PU6,1300551.90,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RM2,977372.78,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SJ8,920609.46,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RZ3,733177.20,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 91282CAE1,525314.79,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810PX0,460327.35,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RE0,402575.98,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828WU0,71566309.65,71566309.65,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RR1,38438296.31,38438296.31,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828SA9,23723189.00,23723189.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828Y38,21950375.37,21950375.37,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SB5,16084610.01,16084610.01,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128285W6,15757662.12,15757662.12,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128287D6,15091432.72,10251809.58,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828ZZ6,13353986.56,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828H45,10867204.80,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828Z37,10344988.11,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128283R9,7797130.44,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RA8,7554329.73,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828X39,7407778.42,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810PS1,6456690.45,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SG4,6153697.92,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RW0,6082742.16,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828XL9,5989200.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810FR4,5763713.75,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RL4,3696318.21,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810FH6,3593141.20,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810PZ5,3259535.36,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828Q60,2973894.66,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828V49,2324926.50,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828ZJ2,2252581.92,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RF7,2108908.21,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810PV4,2070948.24,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YL8,1558715.48,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128284H0,1224419.68,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SM1,629616.68,0.00,0.08
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828VM9,294972.50,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128282L3,51069.38,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828S50,48563.68,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828D56,301479151.20,204235290.08,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128286M7,261361882.05,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828X47,220648050.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828Y20,144611010.00,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YJ3,125697356.98,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128282A7,106148000.00,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828P46,96019200.00,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128285M8,89199203.94,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 91282CAG6,72679365.85,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128283J7,53644500.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828WZ9,40976800.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828XW5,34148250.18,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YQ7,32764902.72,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YT1,25857224.05,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YW4,22825000.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828T26,20717800.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828TY6,19462886.55,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128284M9,19169611.80,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828Z29,15512250.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128284T4,13334230.00,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828B66,9651198.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128286T2,8582832.00,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128284S6,8514240.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828X88,6224043.60,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828XB1,5580049.98,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828J27,5130483.75,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128284V9,4151015.00,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828L24,3724425.15,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828S27,2627638.00,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828D72,2246360.88,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828G38,2156760.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828Z94,2033386.88,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828B58,1966316.24,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828W71,1830165.48,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YY0,1789713.26,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128282N9,1720512.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128285J5,1583853.42,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128282U3,1398003.62,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128285C0,1256018.83,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828L57,1130456.10,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128283D0,1078530.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128286R6,1070410.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128282F6,1059972.54,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128285Z9,1058939.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828M80,1053510.72,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YH7,1049170.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828YM6,1048760.00,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828XT2,686712.86,0.00,0.03
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128286B1,646318.40,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828U24,634251.53,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128286V7,583849.36,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828F96,581831.87,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828F21,562196.32,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128286A3,433095.86,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828R36,425536.00,0.00,0.045
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128286C9,362579.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828S92,185886.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828PX2,143522.49,0.00,0.01
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128283U2,87638.87,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912834DV7,108697230.00,87137119.66,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803BL6,107542311.12,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803CG6,33494760.00,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803DM2,25480259.93,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803CX9,22040315.00,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803DA8,21791078.40,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803FE8,6346049.42,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EP4,5977795.18,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EH2,5289370.45,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EJ8,2167326.72,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EA7,2099100.00,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EK5,1475630.10,0.00,0.11
