Business Date,CCP,Member,Account ID,Account Type,Product Type,Market,Currency,FX Rate,Product Description,Cash Movement Type,Cash Movement
2020-12-07,CME,CSU,250I,Client,IRS,,EUR,1.2112403101,IRS,BankTransfer,-13948946.77
2020-12-07,CME,CSU,250I,Client,IRS,,GBP,1.3381506758,IRS,RealisedVariationMargin,-14157.21
2020-12-07,CME,CSU,250I,Client,IRS,,GBP,1.3381506758,IRS,BankTransfer,14157.21
2020-12-07,CME,CSU,250I,Client,IRS,,HKD,0.1290172754,IRS,RealisedVariationMargin,-40721.73
2020-12-07,CME,CSU,250I,Client,IRS,,HKD,0.1290172754,IRS,BankTransfer,40721.73
2020-12-07,CME,CSU,250I,Client,IRS,,HUF,0.0033646243,IRS,RealisedVariationMargin,2657178.00
2020-12-07,CME,CSU,250I,Client,IRS,,HUF,0.0033646243,IRS,BankTransfer,-2657178.00
2020-12-07,CME,CSU,250I,Client,IRS,,JPY,0.0096126117,IRS,RealisedVariationMargin,1409439
2020-12-07,CME,CSU,250I,Client,IRS,,JPY,0.0096126117,IRS,BankTransfer,-1409439
2020-12-07,CME,CSU,250I,Client,IRS,,MXN,0.0503542421,IRS,RealisedVariationMargin,24720024.62
2020-12-07,CME,CSU,250I,Client,IRS,,MXN,0.0503542421,IRS,BankTransfer,-24720024.62
2020-12-07,CME,CSU,250I,Client,IRS,,NOK,0.1143497501,IRS,RealisedVariationMargin,-8640.24
2020-12-07,CME,CSU,250I,Client,IRS,,NOK,0.1143497501,IRS,BankTransfer,8640.24
2020-12-07,CME,CSU,250I,Client,IRS,,NZD,0.7044734061,IRS,RealisedVariationMargin,2954.59
2020-12-07,CME,CSU,250I,Client,IRS,,NZD,0.7044734061,IRS,BankTransfer,-2954.59
2020-12-07,CME,CSU,250I,Client,IRS,,PLN,0.2709880223,IRS,RealisedVariationMargin,41898.84
2020-12-07,CME,CSU,250I,Client,IRS,,PLN,0.2709880223,IRS,BankTransfer,-41898.84
2020-12-07,CME,CSU,250I,Client,IRS,,SGD,0.7481669909,IRS,RealisedVariationMargin,7147.00
2020-12-07,CME,CSU,250I,Client,IRS,,SGD,0.7481669909,IRS,BankTransfer,-7147.00
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,IRS,PriceAlignmentInterest,3726625.31
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,IRS,RealisedVariationMargin,-882886.07
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,IRS,BankTransfer,-2843739.24
2020-12-07,CME,CSU,250I,Client,IRS,,ZAR,0.0660488894,IRS,RealisedVariationMargin,3327856.88
2020-12-07,CME,CSU,250I,Client,IRS,,ZAR,0.0660488894,IRS,BankTransfer,-3327856.88
2020-12-07,CME,CSU,250I,House,IRS,,MXN,0.0503542421,IRS,RealisedVariationMargin,-3761515.63
2020-12-07,CME,CSU,250I,House,IRS,,MXN,0.0503542421,IRS,BankTransfer,3761515.63
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,IRS,RealisedVariationMargin,43514086.49
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,IRS,BankTransfer,-43514086.49
2020-12-07,CME,CSU,250T,Client,ETD,,USD,1,FXM,RealisedVariationMargin,282068.75
2020-12-07,CME,CSU,250T,Client,ETD,,USD,1,ETD,BankTransfer,-282068.75
2020-12-07,CME,CSI,264,House,ETD,,JPY,0.0096126117,EQUITY INDICIES,RealisedVariationMargin,-146755000
2020-12-07,CME,CSI,264,House,ETD,,JPY,0.0096126117,ETD,CashCollateralPosting,146755000
2020-12-07,CME,CSI,264,House,ETD,,USD,1,AGRICULTURAL,RealisedVariationMargin,-2569163.00
2020-12-07,CME,CSI,264,House,ETD,,USD,1,COMEX,RealisedVariationMargin,21250020.00
2020-12-07,CME,CSI,264,House,ETD,,USD,1,EQUITY INDICIES,RealisedVariationMargin,6304363.50
2020-12-07,CME,CSI,264,House,ETD,,USD,1,INTEREST RATE,RealisedVariationMargin,-9640640.30
2020-12-07,CME,CSI,264,House,ETD,,USD,1,NYMEX,RealisedVariationMargin,3286863.60
2020-12-07,CME,CSI,264,House,ETD,,USD,1,ETD,BankTransfer,7693556.20
2020-12-07,CME,CSI,264I,House,IRS,,AUD,0.7423904974,IRS,RealisedVariationMargin,344974.15
2020-12-07,CME,CSI,264I,House,IRS,,AUD,0.7423904974,IRS,BankTransfer,-344974.15
2020-12-07,CME,CSI,264I,House,IRS,,CAD,0.7813110399,IRS,RealisedVariationMargin,94366.25
2020-12-07,CME,CSI,264I,House,IRS,,CAD,0.7813110399,IRS,BankTransfer,-94366.25
2020-12-07,CME,CSI,264I,House,IRS,,CHF,1.1225864392,IRS,RealisedVariationMargin,309860.53
2020-12-07,CME,CSI,264I,House,IRS,,CHF,1.1225864392,IRS,BankTransfer,-309860.53
2020-12-07,CME,CSI,264I,House,IRS,,EUR,1.2112403101,IRS,RealisedVariationMargin,-163722.44
2020-12-07,CME,CSI,264I,House,IRS,,EUR,1.2112403101,IRS,BankTransfer,163722.44
2020-12-07,CME,CSI,264I,House,IRS,,GBP,1.3381506758,IRS,RealisedVariationMargin,710352.49
2020-12-07,CME,CSI,264I,House,IRS,,GBP,1.3381506758,IRS,BankTransfer,-710352.49
2020-12-07,CME,CSI,264I,House,IRS,,JPY,0.0096126117,IRS,RealisedVariationMargin,-32507826
2020-12-07,CME,CSI,264I,House,IRS,,JPY,0.0096126117,IRS,BankTransfer,32507826
2020-12-07,CME,CSI,264I,House,IRS,,MXN,0.0503542421,IRS,RealisedVariationMargin,-7858792.83
2020-12-07,CME,CSI,264I,House,IRS,,MXN,0.0503542421,IRS,BankTransfer,7858792.83
2020-12-07,CME,CSI,264I,House,IRS,,NOK,0.1143497501,IRS,RealisedVariationMargin,86335.64
2020-12-07,CME,CSI,264I,House,IRS,,NOK,0.1143497501,IRS,BankTransfer,-86335.64
2020-12-07,CME,CSI,264I,House,IRS,,NZD,0.7044734061,IRS,RealisedVariationMargin,29005.98
2020-12-07,CME,CSI,264I,House,IRS,,NZD,0.7044734061,IRS,BankTransfer,-29005.98
2020-12-07,CME,CSI,264I,House,IRS,,SEK,0.1191114287,IRS,RealisedVariationMargin,-583553.46
2020-12-07,CME,CSI,264I,House,IRS,,SEK,0.1191114287,IRS,BankTransfer,583553.46
2020-12-07,CME,CSI,264I,House,IRS,,USD,1,IRS,PriceAlignmentInterest,-8107000.31
2020-12-07,CME,CSI,264I,House,IRS,,USD,1,IRS,RealisedVariationMargin,-7186587.71
2020-12-07,CME,CSI,264I,House,IRS,,USD,1,IRS,BankTransfer,8047588.02
2020-12-07,CME,CSI,264I,House,IRS,,ZAR,0.0660488894,IRS,RealisedVariationMargin,-6207607.53
2020-12-07,CME,CSI,264I,House,IRS,,ZAR,0.0660488894,IRS,BankTransfer,6207607.53
